"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.56.711826.jpg",49,0
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.56.926104.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.57.177304.jpg",49,324
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.57.402390.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.57.638847.jpg",52,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.57.889636.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.58.140903.jpg",52,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.58.400152.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.58.658427.jpg",52,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.58.903531.jpg",49,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.59.163215.jpg",49,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.59.421956.jpg",52,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.59.668903.jpg",49,288
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.29.59.927439.jpg",49,360
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.00.185941.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.00.436429.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.00.691259.jpg",49,180
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.00.940265.jpg",49,144
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.01.211813.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.01.454137.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.01.703599.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.01.946834.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.02.196936.jpg",52,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.02.439882.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.02.675727.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.02.916308.jpg",49,-36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.03.143522.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.03.394316.jpg",49,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.03.637120.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.03.887877.jpg",49,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.04.130901.jpg",49,180
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.04.359727.jpg",49,252
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.04.595970.jpg",52,180
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.04.837736.jpg",49,180
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.05.087769.jpg",52,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.05.336816.jpg",49,-144
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-17.29.56","img_2018-03-21-17.30.05.586507.jpg",49,-36
