"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.32.233968.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.32.479414.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.32.730884.jpg",44,144
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.32.959010.jpg",44,144
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.33.192852.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.33.432512.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.33.673758.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.33.917272.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.34.157919.jpg",44,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.34.398785.jpg",44,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.34.627017.jpg",44,144
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.34.874822.jpg",44,252
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.35.119050.jpg",44,288
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.35.353172.jpg",44,324
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.35.582371.jpg",44,324
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.35.808606.jpg",44,180
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.36.049835.jpg",44,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.36.277870.jpg",44,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.36.526884.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.36.765371.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.36.989885.jpg",42,144
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.37.247676.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.37.489242.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.37.714762.jpg",47,-36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.37.961599.jpg",44,36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.38.184998.jpg",44,108
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.38.432775.jpg",42,72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.38.670738.jpg",44,-36
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.38.895723.jpg",44,-72
"/home/pi/myProject/python/rc-tracked-car/images/2018-03-21-16.37.32","img_2018-03-21-16.37.39.134487.jpg",44,-72
